"Company Name","Address","City","State","Zip","Phone","Email","Website","Description","Representatives"
"Brewnuts","","","","","","","https://www.brewnutscleveland.com/","",""
"Brewnuts","","","","","","","https://www.brewnutscleveland.com/","",""
"Bridgestone Americas, Inc.","","","","","","","https://www.bridgestoneamericas.com/en/index","",""
"Bridgestone Americas, Inc.","","","","","","","https://www.bridgestoneamericas.com/en/index","",""
"Burten, Bell, Carr Development, Inc.","","","","","","","https://www.bbcdevelopment.org/","",""
"Burten, Bell, Carr Development, Inc.","","","","","","","https://www.bbcdevelopment.org/","",""
"Cake Drama","","","","","","","https://www.cake-drama.com/","",""
"Cake Drama","","","","","","","https://www.cake-drama.com/","",""
"Call Management Resources","","","","","","","http://www.mycallcenterpros.com/","",""
"Call Management Resources","","","","","","","http://www.mycallcenterpros.com/","",""
"Camp Lilac","","","","","","","http://www.camplilac.org/","",""
"Camp Lilac","","","","","","","http://www.camplilac.org/","",""
"CANAPI","","","","","","","http://www.canapi.org/","",""
"CANAPI","","","","","","","http://www.canapi.org/","",""
"Candid","","","","","","brian.schultz@candid.org","http://candid.org/","",""
"Candid","","","","","","brian.schultz@candid.org","http://candid.org/","",""
"Carve Your Own Path, Inc.","","","","","","","http://www.cyopinc.org/","",""
"Carve Your Own Path, Inc.","","","","","","","http://www.cyopinc.org/","",""
"Case Western Reserve University LBGT Center","","","","","","","https://case.edu/lgbt/about","",""
"Case Western Reserve University LBGT Center","","","","","","","https://case.edu/lgbt/about","",""
"Catharsis Counseling CLE, LLC","","","","","","","http://catharsiscounselingcle.com/","",""
"Catharsis Counseling CLE, LLC","","","","","","","http://catharsiscounselingcle.com/","",""
"CH Porter Consulting LLC","","","","","","","","",""
"CH Porter Consulting LLC","","","","","","","","",""
"Cilantro Taqueria","","","","","","","http://cilantrotaqueria.com/","",""
"Cilantro Taqueria","","","","","","","http://cilantrotaqueria.com/","",""
"City Goods","","","","","","","https://www.citygoodscle.com/","",""
"City Goods","","","","","","","https://www.citygoodscle.com/","",""
"City of Akron","","","","","","","https://www.akronohio.gov/","",""
"City of Akron","","","","","","","https://www.akronohio.gov/","",""
"CIVITAS The Ohio River Valley LGBTQ+ Chamber of Commerce","","","","","","","https://www.civitaslgbtq.org/","",""
"CIVITAS The Ohio River Valley LGBTQ+ Chamber of Commerce","","","","","","","https://www.civitaslgbtq.org/","",""
"Claw","","","","","","","http://clawinfo.org/","",""
"Claw","","","","","","","http://clawinfo.org/","",""
"Clean Eatz - Cuyahoga Falls","","","","","","","https://locations.cleaneatz.com/oh/cuyahogafalls/meal-prep-28.html","",""
"Clean Eatz - Cuyahoga Falls","","","","","","","https://locations.cleaneatz.com/oh/cuyahogafalls/meal-prep-28.html","",""
"Cleveland Foundation","","","","","","","http://www.clevelandfoundation.org/","",""
"Cleveland Foundation","","","","","","","http://www.clevelandfoundation.org/","",""
"Cleveland Massotherapy","","","","","","","https://www.clevelandmassotherapy.com/","",""
"Cleveland Pride Band","","","","","","","http://www.clevelandprideband.org/","",""
"Cleveland Pride Band","","","","","","","http://www.clevelandprideband.org/","",""
"Cleveland Public Library","","","","","","","http://www.cpl.org/","",""
"Cleveland Public Library","","","","","","","http://www.cpl.org/","",""
"Cleveland Public Theatre","","","","","","","http://www.cptonline.org/","",""
"Cleveland Public Theatre","","","","","","","http://www.cptonline.org/","",""
"Cleveland Sex & Intimacy Counseling","","","","","","","http://www.clesexandintimacycounseling.com/","",""
"Cleveland Sex & Intimacy Counseling","","","","","","","http://www.clesexandintimacycounseling.com/","",""
"Cleveland Sex Therapy","","","","","","","http://www.clevelandsextherapy.com/","",""
"Cleveland Sex Therapy","","","","","","","http://www.clevelandsextherapy.com/","",""
"Cleveland SHRM","","","","","","","","",""
"Cleveland SHRM","","","","","","","","",""
"Cleveland State University - LGBTQ+ Student Services","","","","","","lgbtq@csuohio.edu","http://www.csuohio.edu/lgbtq","",""
"Cleveland State University - LGBTQ+ Student Services","","","","","","lgbtq@csuohio.edu","http://www.csuohio.edu/lgbtq","",""
"Cleveland Stonewall Democrats","","","","","","","https://www.clevelandstonewalldems.org/","",""
"Cleveland Therapy Group","","","","","","","https://www.clevelandtherapygroup.com/meet-the-team","",""
"Cleveland Therapy Group","","","","","","","https://www.clevelandtherapygroup.com/meet-the-team","",""
"Cleveland Votes","","","","","","","https://www.clevotes.com/?fbclid=IwAR0wbCEYo_MUIE8KZYi_Jka0arMrmNp36yAWy_yB0STwWorO_cBAFCSZ2cw","",""
"Cleveland Votes","","","","","","","https://www.clevotes.com/?fbclid=IwAR0wbCEYo_MUIE8KZYi_Jka0arMrmNp36yAWy_yB0STwWorO_cBAFCSZ2cw","",""
"Clever Girl Marketing","","","","","","","https://clevergirlmarketing.com/","",""
"Cloak & Dagger","","","","","","","https://cloakanddaggercle.com/","",""
"Cloak & Dagger","","","","","","","https://cloakanddaggercle.com/","",""
"College Now Greater Cleveland","","","","","","","http://www.collegenowgc.org/become-a-mentor","",""
"College Now Greater Cleveland","","","","","","","http://www.collegenowgc.org/become-a-mentor","",""
"Colors+ Counseling","","","","","","","http://www.colorscounseling.org/","",""
"Colors+ Counseling","","","","","","","http://www.colorscounseling.org/","",""
"Colors+ Youth Center","","","","","","","http://www.colorsplus.org/","",""
"Colors+ Youth Center","","","","","","","http://www.colorsplus.org/","",""
"Community Partners Insurance Group, LLC","","","","","","","http://getcpig.com/","",""
"Community Partners Insurance Group, LLC","","","","","","","http://getcpig.com/","",""
"Compass Policy Strategies, LLC","","","","","","","http://compasspolicy.com/","",""
"Compass Policy Strategies, LLC","","","","","","","http://compasspolicy.com/","",""
"Conservancy for Cuyahoga Valley National Park","","","","","","","https://www.conservancyforcvnp.org/","",""
"Conservancy for Cuyahoga Valley National Park","","","","","","","https://www.conservancyforcvnp.org/","",""
"Cook Insurance Group","","","","","","","http://www.cookinsurance.cc/","",""
"Cook Insurance Group","","","","","","","http://www.cookinsurance.cc/","",""
"Cory Electronics","","","","","","","https://coryelectronics.com/","",""
"Cory Electronics","","","","","","","https://coryelectronics.com/","",""
"COSE","","","","","","","","",""
"COSE","","","","","","","","",""
"COSE Council of Small Enterprises","","","","","","","https://cose.org/","",""
"COSE Council of Small Enterprises","","","","","","","https://cose.org/","",""
"County of Summit Alcohol, Drug Addiction and Mental Health Services Board","","","","","","","http://www.admboard.org/","",""
"County of Summit Alcohol, Drug Addiction and Mental Health Services Board","","","","","","","http://www.admboard.org/","",""
"County of Summit Executive's Office","","","","","","","http://co.summitoh.net/","",""
"County of Summit Executive's Office","","","","","","","http://co.summitoh.net/","",""
"CPR Trends","","","","","","","http://cprtrends.com/","",""
"CPR Trends","","","","","","","http://cprtrends.com/","",""
"Crack Corn Ltd.","","","","","","","http://www.crackcorn.com/","",""
"Crack Corn Ltd.","","","","","","","http://www.crackcorn.com/","",""
"Creative Solutions Counseling","","","","","","","http://www.allisonpettycounselingcom/","",""
"Creative Solutions Counseling","","","","","","","http://www.allisonpettycounselingcom/","",""
"Crowbar","","","","","","","https://www.facebook.com/sandusky.crowbar","",""
"Crowbar","","","","","","","https://www.facebook.com/sandusky.crowbar","",""
"Cuyahoga Community College","","","","","","","http://www.tri-c.edu/","",""
"Cuyahoga Community College","","","","","","","http://www.tri-c.edu/","",""
"Cuyahoga County Board of Developmental Disabilities","","","","","","","http://www.cuyahogabdd.org/","",""
"Cuyahoga County Board of Developmental Disabilities","","","","","","","http://www.cuyahogabdd.org/","",""
"Cuyahoga County Public Library","","","","","","","http://www.cuyahogalibrary.org/","",""
"Cuyahoga County Public Library","","","","","","","http://www.cuyahogalibrary.org/","",""
"CWRU AIDS Clinical Trials Unit","","","","","","","http://www.clevelandhiv.org/","",""
"CWRU AIDS Clinical Trials Unit","","","","","","","http://www.clevelandhiv.org/","",""
"Cuyahoga County Planning Commission","","","","","","","https://www.countyplanning.us/","",""
"Dale Dong Photography","","","","","","","http://www.daledongphoto.com/","",""
"Dale Dong Photography","","","","","","","http://www.daledongphoto.com/","",""
"DANCECleveland","","","","","","","http://www.dancecleveland.org/","",""
"DANCECleveland","","","","","","","http://www.dancecleveland.org/","",""
"Deaconess Foundation","","","","","","","http://www.deaconessfdn.org/","",""
"Deaconess Foundation","","","","","","","http://www.deaconessfdn.org/","",""
"Declutter with Devon LLC","","","","","","","https://www.declutterwithdevon.com/","",""
"Declutter with Devon LLC","","","","","","","https://www.declutterwithdevon.com/","",""
"Denise Astorino - Realtor - Howard Hanna","","","","","","","https://deniseastorino.howardhanna.com/","",""
"Denise Astorino - Realtor - Howard Hanna","","","","","","","https://deniseastorino.howardhanna.com/","",""
"Destination Cleveland","","","","","","","https://www.thisiscleveland.com/","",""
"Destination Cleveland","","","","","","","https://www.thisiscleveland.com/","",""
"Dezfox, LLC","","","","","","","http://dezfox.com/","",""
"Diebold Nixdorf","","","","","","","https://www.dieboldnixdorf.com/en-us","",""
"Diebold Nixdorf","","","","","","","https://www.dieboldnixdorf.com/en-us","",""
"Dixon Officiant Services","","","","","","","http://www.boscoconsulting.org/dixon","",""
"DJ Nick Duve","","","","","","","https://www.djnickduve.com/","",""
"DJM Consulting","","","","","","","https://www.djmconsultingllc.com/","",""
"DJM Consulting","","","","","","","https://www.djmconsultingllc.com/","",""
"DMS, Diversity Management Solutions","","","","","","","http://diversitymanagementsolutions.com/","",""
"DMS, Diversity Management Solutions","","","","","","","http://diversitymanagementsolutions.com/","",""
"Dobama Theatre","","","","","","","http://www.dobama.org/","",""
"Dobama Theatre","","","","","","","http://www.dobama.org/","",""
"Dorian Gray Galleries","","","","","","","http://www.doriangraygalleries.com/","",""
"Dorian Gray Galleries","","","","","","","http://www.doriangraygalleries.com/","",""
"DoubleTree by Hilton - Tudor Arms Hotel Cleveland","","","","","","","https://www.hilton.com/en/hotels/cleucdt-the-tudor-arms-hotel-cleveland/","",""
"DoubleTree by Hilton - Tudor Arms Hotel Cleveland","","","","","","","https://www.hilton.com/en/hotels/cleucdt-the-tudor-arms-hotel-cleveland/","",""
"Douglass & Associates Co LPA","","","","","","","http://www.douglasslaw.com/","",""
"Douglass & Associates Co LPA","","","","","","","http://www.douglasslaw.com/","",""
"Dovetail Leadership","","","","","","","https://www.linkedin.com/in/erin-cole-587a9941/","",""
"Daniel McGuire","","","","","","","","",""
"Economic Community Development Institute (ECDI)","","","","","","","https://www.ecdi.org/","",""
"Economic Community Development Institute (ECDI)","","","","","","","https://www.ecdi.org/","",""
"EDEN:Emerald Development & Economic Network","","","","","","","http://www.edencle.org/","",""
"EDEN:Emerald Development & Economic Network","","","","","","","http://www.edencle.org/","",""
"Edward Jones - Gina Betti","","","","","","","http://www.edwardjones.com/gina-betti","",""
"Edward Jones - Gina Betti","","","","","","","http://www.edwardjones.com/gina-betti","",""
"Emma Parker Photography","","","","","","","https://www.emmaparkersphotography.com/","",""
"Emma Parker Photography","","","","","","","https://www.emmaparkersphotography.com/","",""
"En@ble Growth LLC","","","","","","","http://www.enablegrowth.consulting/","",""
"Energetic Awakenings","","","","","","","http://www.energeticawakenings.com/","",""
"Engage! Cleveland","","","","","","","https://engagecleveland.org/","",""
"Engage! Cleveland","","","","","","","https://engagecleveland.org/","",""
"Equality Ohio","","","","","","","http://www.equalityohio.org/","",""
"Equality Ohio","","","","","","","http://www.equalityohio.org/","",""
"Equitas Health","","","","","","info@equitashealth.com","http://www.equitashealth.com/","",""
"Equitas Health","","","","","","info@equitashealth.com","http://www.equitashealth.com/","",""
"Equius Group LLC","","","","","","","http://www.equiusgroup.biz/","",""
"Equius Group LLC","","","","","","","http://www.equiusgroup.biz/","",""
"ERIEBANK","","","","","","","https://eriebank.bank/","",""
"ERIEBANK","","","","","","","https://eriebank.bank/","",""
"Every Angle Photography","","","","","","","http://www.everyanglephotog.com/","",""
"Every Angle Photography","","","","","","","http://www.everyanglephotog.com/","",""
"Everybody Cycle","","","","","","","https://www.everybodycycle.com/","",""
"Everybody Cycle","","","","","","","https://www.everybodycycle.com/","",""
"evrecruit.io","","","","","","","http://www.evrecruit.io/","",""
"evrecruit.io","","","","","","","http://www.evrecruit.io/","",""
"EJS Design","","","","","","","http://www.ejsdesigncle.com/","",""
"Facing History and Ourselves","","","","","","","https://www.facinghistory.org/","",""
"Facing History and Ourselves","","","","","","","https://www.facinghistory.org/","",""
"Fairmount Insurance Services","","","","","","","","",""
"Fairmount Insurance Services","","","","","","","","",""
"Fairway Independent Mortgage Corp.","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(Fairway+Independent+Mortgage+Corp.+)&ie=UTF8&t=m&z=14&iwloc=near","",""
"Fairway Independent Mortgage Corp.","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(Fairway+Independent+Mortgage+Corp.+)&ie=UTF8&t=m&z=14&iwloc=near","",""
"First Federal Savings of Lorain","","","","","","","http://www.fflorain.bank/","",""
"First Federal Savings of Lorain","","","","","","","http://www.fflorain.bank/","",""
"FirstEnergy","","","","","","","http://firstenergycorp.com/","",""
"FirstEnergy","","","","","","","http://firstenergycorp.com/","",""
"FIT Technologies","","","","","","","http://www.fittechnologies.com/","",""
"FIT Technologies","","","","","","","http://www.fittechnologies.com/","",""
"Food for Thought Catering","","","","","","","http://www.foodforthought-ohio.com/","",""
"Food for Thought Catering","","","","","","","http://www.foodforthought-ohio.com/","",""
"Fostering Hope","","","","","","","https://www.fosteringhopeohio.org/","",""
"Fostering Hope","","","","","","","https://www.fosteringhopeohio.org/","",""
"Full Color Printings","","","","","","","https://stores.fullcolorprintings.com/","",""
"Full Color Printings","","","","","","","https://stores.fullcolorprintings.com/","",""
"GAB INC.","","","","","","","","",""
"GAB INC.","","","","","","","","",""
"GAB INC.","","","","","","","https://secondwindmedia.co/","",""
"GAB INC.","","","","","","","https://secondwindmedia.co/","",""
"Gay Mens Field Guide, LLC","","","","","","","http://www.gaymensfieldguide.com/","",""
"Gay Mens Field Guide, LLC","","","","","","","http://www.gaymensfieldguide.com/","",""
"Gay Mens Field Guide, LLC","","","","","","","http://www.gaymensfieldguide.com/","",""
"Geauga SOGI Support Network","","","","","","","http://www.geaugasogi.org/","",""
"Ghost Market CLE","","","","","","","http://www.ghostmarketcle.com/","",""
"Ghost Market CLE","","","","","","","http://www.ghostmarketcle.com/","",""
"Giant Eagle Inc","","","","","","","http://www.gianteagle.com/","",""
"Giant Eagle Inc","","","","","","","http://www.gianteagle.com/","",""
"Giardina Capital Management","","","","","","","http://giardinacapitalmanagement.com/","",""
"Giardina Capital Management","","","","","","","http://giardinacapitalmanagement.com/","",""
"Gina Nicola Enterprises","","","","","","","http://www.ginanicola.com/","",""
"Gina Nicola Enterprises","","","","","","","http://www.ginanicola.com/","",""
"GLSEN NEO","","","","","","","https://www.glsen.org/chapter/northeast-ohio","",""
"GLSEN NEO","","","","","","","https://www.glsen.org/chapter/northeast-ohio","",""
"Goodwill Industries of Greater Cleveland and East Central Ohio","","","","","","","http://www.goodwillgoodskills.org/","",""
"Goodwill Industries of Greater Cleveland and East Central Ohio","","","","","","","http://www.goodwillgoodskills.org/","",""
"Greater Akron Chamber","","","","","","","http://www.greaterakronchamber.org/","",""
"Greater Akron Chamber","","","","","","","http://www.greaterakronchamber.org/","",""
"Greater Cleveland Partnership","","","","","","careers@greatercle.com","http://www.greatercle.com/","",""
"Greater Cleveland Partnership","","","","","","careers@greatercle.com","http://www.greatercle.com/","",""
"Greater Cleveland Regional Transit Authority","","","","","","","https://www.riderta.com/","",""
"Greater Cleveland Regional Transit Authority","","","","","","","https://www.riderta.com/","",""
"Greene River Consulting","","","","","","","https://www.greeneriverconsulting.com/","",""
"Greene River Consulting","","","","","","","https://www.greeneriverconsulting.com/","",""
"Glenmede Trust Company","","","","","","","http://glenmede.com/","",""
"Harrison Latham","","","","","","","https://harrisonlatham.com/","",""
"Haus of Transcendent","","","","","","","http://hotcle.org/","",""
"Haus of Transcendent","","","","","","","http://hotcle.org/","",""
"Hearing Science","","","","","","","http://hearsci.com/","",""
"Hearing Science","","","","","","","http://hearsci.com/","",""
"Heights Cooperative Preschool","","","","","","","https://www.heightscooppreschool.org/","",""
"Heights Cooperative Preschool","","","","","","","https://www.heightscooppreschool.org/","",""
"Business and Member Directory Search","","","","","","","http://www.growthzone.com/","",""
"Helene Can Help LLC","","","","","","","http://www.helenecanhelp.com/","",""
"Helene Can Help LLC","","","","","","","http://www.helenecanhelp.com/","",""
"Hispanic Business Center","","","","","","","https://www.hbcenter.org/hbc-home/","",""
"Hispanic Business Center","","","","","","","https://www.hbcenter.org/hbc-home/","",""
"HJSM Technology LLC","","","","","","","","",""
"HJSM Technology LLC","","","","","","","","",""
"HOLISTIC LAKEWOOD","","","","","","","http://holisticlakewood.com/","",""
"HOLISTIC LAKEWOOD","","","","","","","http://holisticlakewood.com/","",""
"Honesty for Ohio Education","","","","","","","https://www.honestyforohioeducation.org/","",""
"Hospice of the Western Reserve","","","","","","","http://www.hospicewr.org/","",""
"Hospice of the Western Reserve","","","","","","","http://www.hospicewr.org/","",""
"Howling Print & Promo","","","","","","","http://www.howlingforbusiness.com/","",""
"Howling Print & Promo","","","","","","","http://www.howlingforbusiness.com/","",""
"Huntington Bank","","","","","","","http://www.huntington.com/careers","",""
"Huntington Bank","","","","","","","http://www.huntington.com/careers","",""
"Hyland","","","","","","","https://www.hyland.com/en/careers/be-you/ERG","",""
"Hyland","","","","","","","https://www.hyland.com/en/careers/be-you/ERG","",""
"In Carol's Care","","","","","","","http://www.incarolscare.com/","",""
"In Carol's Care","","","","","","","http://www.incarolscare.com/","",""
"In Good Company","","","","","","","https://ingoodcompanyjewelry.com/","",""
"In Good Company","","","","","","","https://ingoodcompanyjewelry.com/","",""
"India Ink Tattoo Company","","","","","","","http://indiainked.com/","",""
"India Ink Tattoo Company","","","","","","","http://indiainked.com/","",""
"INNATE ELECTRIC LLC","","","","","","","http://innateelectric.net/","",""
"INNATE ELECTRIC LLC","","","","","","","http://innateelectric.net/","",""
"International Live Events Association (ILEA) Cleveland","","","","","","","https://www.ileacleveland.com/home","",""
"Irvin Dewey III","","","","","","","https://www.linkedin.com/in/irvin-dewey-iii-3955809b","",""
"Irvin Dewey III","","","","","","","https://www.linkedin.com/in/irvin-dewey-iii-3955809b","",""
"Its The Body For Me, Fitness","","","","","","","","",""
"Its The Body For Me, Fitness","","","","","","","","",""
"IVRL Inc.","","","","","","","https://ivrl.io/","",""
"IVRL Inc.","","","","","","","https://ivrl.io/","",""
"JACK Entertainment","","","","","","","https://www.jackentertainment.com/","",""
"JACK Entertainment","","","","","","","https://www.jackentertainment.com/","",""
"Janus Small Associates","","","","","","","http://www.janussmallassociates.com/","",""
"Janus Small Associates","","","","","","","http://www.janussmallassociates.com/","",""
"Jason Thompson by Dream Vacations","","","","","","","http://fogarty.dream%20vacations.com/","",""
"Jason Thompson by Dream Vacations","","","","","","","http://fogarty.dream%20vacations.com/","",""
"Jennifer Speer Design","","","","","","","http://jenniferspeer.com/","",""
"Jennifer Speer Design","","","","","","","http://jenniferspeer.com/","",""
"Jilly's Music Room LLC","","","","","","","http://www.jillysmusicroom.com/","",""
"Jilly's Music Room LLC","","","","","","","http://www.jillysmusicroom.com/","",""
"Jodi Hutton Photography, LLC","","","","","","","https://instagram.com/jodijhutton","",""
"Jodi Hutton Photography, LLC","","","","","","","https://instagram.com/jodijhutton","",""
"John Frank, MD Hair Clinics","","","","","","","https://johnfrankmd.com/","",""
"John Frank, MD Hair Clinics","","","","","","","https://johnfrankmd.com/","",""
"JToth Creative / JToth Art","","","","","","","http://www.jtoth.art/","",""
"JToth Creative / JToth Art","","","","","","","http://www.jtoth.art/","",""
"Jukebox","","","","","","","https://www.jukeboxcle.com/","",""
"Jukebox","","","","","","","https://www.jukeboxcle.com/","",""
"Just ACTS LLC","","","","","","","http://www.justactsllc.com/","",""
"Just ACTS LLC","","","","","","","http://www.justactsllc.com/","",""
"JumpStart Inc.","","","","","","","http://www.jumpstartinc.org/","",""
"K A S A interiors Staging & Home Services","","","","","","","http://www.kasainteriorscle.com/","",""
"K A S A interiors Staging & Home Services","","","","","","","http://www.kasainteriorscle.com/","",""
"Kaimatic Sweets","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(Kaimatic+Sweets)&ie=UTF8&t=m&z=14&iwloc=near","",""
"Kaimatic Sweets","","","","","","","https://maps.google.com/maps?f=q&source=s_q&geocode=&q=+(Kaimatic+Sweets)&ie=UTF8&t=m&z=14&iwloc=near","",""
"Keerie Layne Creative","","","","","","","https://klaynecreative.square.site/","",""
"Keerie Layne Creative","","","","","","","https://klaynecreative.square.site/","",""
"Keller Williams Living","","","","","","","http://neohomepros.com/","",""
"Keller Williams Living","","","","","","","http://neohomepros.com/","",""
"Kendal at Home","","","","","","","http://www.kendalathome.org/","",""
"Kendal at Home","","","","","","","http://www.kendalathome.org/","",""
"Kendall Communications, LLC","","","","","","","http://www.kendallcommunications.net/","",""
"Kendall Communications, LLC","","","","","","","http://www.kendallcommunications.net/","",""
"Kenneth Cameron LLC","","","","","","","http://kmc.promo/","",""
"Kenneth Cameron LLC","","","","","","","http://kmc.promo/","",""
"Kent Area Chamber of Commerce","","","","","","","http://www.kentbiz.com/","",""
"Kent Area Chamber of Commerce","","","","","","","http://www.kentbiz.com/","",""
"Kent State LGBTQ+ Center","","","","","","","https://www.facebook.com/ksulgbt/","",""
